,HPMSVtypeName,modelYearID,fuelTypeID,engTechID,stmyFraction,sourceTypeID,sourceTypeName
0,Combination Trucks,2021,1,1,0.0,61,Combination Short-haul Truck
1,Combination Trucks,2021,1,1,0.0,62,Combination Long-haul Truck
2,Combination Trucks,2021,2,1,0.9924148292946675,61,Combination Short-haul Truck
3,Combination Trucks,2021,2,1,0.9924148292946675,62,Combination Long-haul Truck
4,Combination Trucks,2021,3,1,0.007585170705332494,61,Combination Short-haul Truck
5,Combination Trucks,2021,3,1,0.007585170705332494,62,Combination Long-haul Truck
6,Combination Trucks,2021,9,30,0.0,61,Combination Short-haul Truck
7,Combination Trucks,2021,9,30,0.0,62,Combination Long-haul Truck
8,Combination Trucks,2021,9,40,0.0,61,Combination Short-haul Truck
9,Combination Trucks,2021,9,40,0.0,62,Combination Long-haul Truck
10,Combination Trucks,2022,1,1,0.0,61,Combination Short-haul Truck
11,Combination Trucks,2022,1,1,0.0,62,Combination Long-haul Truck
12,Combination Trucks,2022,2,1,0.992525704160056,61,Combination Short-haul Truck
13,Combination Trucks,2022,2,1,0.992525704160056,62,Combination Long-haul Truck
14,Combination Trucks,2022,3,1,0.007474295839943955,61,Combination Short-haul Truck
15,Combination Trucks,2022,3,1,0.007474295839943955,62,Combination Long-haul Truck
16,Combination Trucks,2022,9,30,0.0,61,Combination Short-haul Truck
17,Combination Trucks,2022,9,30,0.0,62,Combination Long-haul Truck
18,Combination Trucks,2022,9,40,0.0,61,Combination Short-haul Truck
19,Combination Trucks,2022,9,40,0.0,62,Combination Long-haul Truck
20,Combination Trucks,2023,1,1,0.0,61,Combination Short-haul Truck
21,Combination Trucks,2023,1,1,0.0,62,Combination Long-haul Truck
22,Combination Trucks,2023,2,1,0.9925449398587678,61,Combination Short-haul Truck
23,Combination Trucks,2023,2,1,0.9925449398587678,62,Combination Long-haul Truck
24,Combination Trucks,2023,3,1,0.007455060141232256,61,Combination Short-haul Truck
25,Combination Trucks,2023,3,1,0.007455060141232256,62,Combination Long-haul Truck
26,Combination Trucks,2023,9,30,0.0,61,Combination Short-haul Truck
27,Combination Trucks,2023,9,30,0.0,62,Combination Long-haul Truck
28,Combination Trucks,2023,9,40,0.0,61,Combination Short-haul Truck
29,Combination Trucks,2023,9,40,0.0,62,Combination Long-haul Truck
30,Combination Trucks,2024,1,1,0.0,61,Combination Short-haul Truck
31,Combination Trucks,2024,1,1,0.0,62,Combination Long-haul Truck
32,Combination Trucks,2024,2,1,0.9925325986763747,61,Combination Short-haul Truck
33,Combination Trucks,2024,2,1,0.9925325986763747,62,Combination Long-haul Truck
34,Combination Trucks,2024,3,1,0.007467401323625366,61,Combination Short-haul Truck
35,Combination Trucks,2024,3,1,0.007467401323625366,62,Combination Long-haul Truck
36,Combination Trucks,2024,9,30,0.0,61,Combination Short-haul Truck
37,Combination Trucks,2024,9,30,0.0,62,Combination Long-haul Truck
38,Combination Trucks,2024,9,40,0.0,61,Combination Short-haul Truck
39,Combination Trucks,2024,9,40,0.0,62,Combination Long-haul Truck
40,Combination Trucks,2025,1,1,0.0,61,Combination Short-haul Truck
41,Combination Trucks,2025,1,1,0.0,62,Combination Long-haul Truck
42,Combination Trucks,2025,2,1,0.9923979377104377,61,Combination Short-haul Truck
43,Combination Trucks,2025,2,1,0.9923979377104377,62,Combination Long-haul Truck
44,Combination Trucks,2025,3,1,0.00760206228956229,61,Combination Short-haul Truck
45,Combination Trucks,2025,3,1,0.00760206228956229,62,Combination Long-haul Truck
46,Combination Trucks,2025,9,30,0.0,61,Combination Short-haul Truck
47,Combination Trucks,2025,9,30,0.0,62,Combination Long-haul Truck
48,Combination Trucks,2025,9,40,0.0,61,Combination Short-haul Truck
49,Combination Trucks,2025,9,40,0.0,62,Combination Long-haul Truck
50,Combination Trucks,2026,1,1,0.0,61,Combination Short-haul Truck
51,Combination Trucks,2026,1,1,0.0,62,Combination Long-haul Truck
52,Combination Trucks,2026,2,1,0.9921236857329377,61,Combination Short-haul Truck
53,Combination Trucks,2026,2,1,0.9921236857329377,62,Combination Long-haul Truck
54,Combination Trucks,2026,3,1,0.007876314267062253,61,Combination Short-haul Truck
55,Combination Trucks,2026,3,1,0.007876314267062253,62,Combination Long-haul Truck
56,Combination Trucks,2026,9,30,0.0,61,Combination Short-haul Truck
57,Combination Trucks,2026,9,30,0.0,62,Combination Long-haul Truck
58,Combination Trucks,2026,9,40,0.0,61,Combination Short-haul Truck
59,Combination Trucks,2026,9,40,0.0,62,Combination Long-haul Truck
60,Combination Trucks,2027,1,1,0.0,61,Combination Short-haul Truck
61,Combination Trucks,2027,1,1,0.0,62,Combination Long-haul Truck
62,Combination Trucks,2027,2,1,0.991850486509547,61,Combination Short-haul Truck
63,Combination Trucks,2027,2,1,0.991850486509547,62,Combination Long-haul Truck
64,Combination Trucks,2027,3,1,0.008149513490453031,61,Combination Short-haul Truck
65,Combination Trucks,2027,3,1,0.008149513490453031,62,Combination Long-haul Truck
66,Combination Trucks,2027,9,30,0.0,61,Combination Short-haul Truck
67,Combination Trucks,2027,9,30,0.0,62,Combination Long-haul Truck
68,Combination Trucks,2027,9,40,0.0,61,Combination Short-haul Truck
69,Combination Trucks,2027,9,40,0.0,62,Combination Long-haul Truck
70,Combination Trucks,2028,1,1,0.0,61,Combination Short-haul Truck
71,Combination Trucks,2028,1,1,0.0,62,Combination Long-haul Truck
72,Combination Trucks,2028,2,1,0.9914903234920186,61,Combination Short-haul Truck
73,Combination Trucks,2028,2,1,0.9914903234920186,62,Combination Long-haul Truck
74,Combination Trucks,2028,3,1,0.008509676507981354,61,Combination Short-haul Truck
75,Combination Trucks,2028,3,1,0.008509676507981354,62,Combination Long-haul Truck
76,Combination Trucks,2028,9,30,0.0,61,Combination Short-haul Truck
77,Combination Trucks,2028,9,30,0.0,62,Combination Long-haul Truck
78,Combination Trucks,2028,9,40,0.0,61,Combination Short-haul Truck
79,Combination Trucks,2028,9,40,0.0,62,Combination Long-haul Truck
80,Combination Trucks,2029,1,1,0.0,61,Combination Short-haul Truck
81,Combination Trucks,2029,1,1,0.0,62,Combination Long-haul Truck
82,Combination Trucks,2029,2,1,0.9910856329652311,61,Combination Short-haul Truck
83,Combination Trucks,2029,2,1,0.9910856329652311,62,Combination Long-haul Truck
84,Combination Trucks,2029,3,1,0.008833536403135703,61,Combination Short-haul Truck
85,Combination Trucks,2029,3,1,0.008833536403135703,62,Combination Long-haul Truck
86,Combination Trucks,2029,9,30,0.0,61,Combination Short-haul Truck
87,Combination Trucks,2029,9,30,0.0,62,Combination Long-haul Truck
